899,3,,
KSL,Tem,Hum,R
0.076 ,14.7 ,54.44 ,0.052 
0.076 ,15.0 ,53.82 ,0.060 
0.068 ,15.8 ,52.45 ,0.063 
0.087 ,16.1 ,51.67 ,0.069 
0.074 ,16.5 ,50.51 ,0.075 
0.075 ,16.9 ,48.24 ,0.054 
0.069 ,17.0 ,48.27 ,0.056 
0.074 ,17.8 ,47.11 ,0.042 
0.076 ,18.4 ,45.42 ,0.051 
0.079 ,19.0 ,44.40 ,0.046 
0.072 ,19.3 ,43.44 ,0.038 
0.078 ,19.9 ,41.73 ,0.099 
0.073 ,20.4 ,40.12 ,0.104 
0.078 ,20.1 ,40.25 ,0.096 
0.083 ,20.3 ,40.64 ,0.078 
0.086 ,21.1 ,39.21 ,0.086 
0.085 ,24.4,46.3,0.140 
0.091 ,25.4,42.5,0.142 
0.093 ,27.3,39.2,0.135 
0.085 ,23.4,56.1,0.144 
0.099 ,24.3,53.3,0.141 
0.105 ,28.2,45.9,0.126 
0.110 ,29.2,46.3,0.147 
0.204 ,32.8,54.1,0.170 
0.174 ,34,52.1,0.159 
0.138 ,36,48.9,0.148 
0.152 ,31.2,59.1,0.210 
0.127 ,33,58.1,0.164 
0.147 ,37.9,47.1,0.198 
0.150 ,36.7,48.6,0.216 
0.122 ,32.8,58.9,0.192 
0.130 ,35.1,52.8,0.194 
0.114 ,38.8,46.9,0.200 
0.086 ,39.4,38.6,0.217 
0.134 ,24.9,34,0.330 
0.132 ,28.4,40.3,0.299 
0.113 ,26.5,28.5,0.249 
0.106 ,27.9,15.8,0.248 
0.127 ,25.3,26.3,0.206 
0.087 ,27.7,16.5,0.185 
0.069 ,28.9,8.9,0.146 
0.074 ,27.2,11.6,0.174 
0.262 ,27.2,59.2,0.173 
0.233 ,32.3,47.3,0.187 
0.255 ,30.4,50.7,0.208 
0.252 ,31.6,48.1,0.249 
0.065 ,16,25,0.102 
0.024 ,16,25,0.059 
0.028 ,22,25,0.069 
0.033 ,19,28,0.083 
0.177 ,8,18,0.129 
0.161 ,8,18,0.125 
0.172 ,8,18,0.128 
0.032 ,14,27,0.085 
0.030 ,14,27,0.093 
0.026 ,14,27,0.101 
0.023 ,14,27,0.087 
0.029 ,19,32,0.054 
0.031 ,19,32,0.070 
0.037 ,19,32,0.099 
0.031 ,20,28,0.061 
0.029 ,20,28,0.057 
0.027 ,20,28,0.057 
0.024 ,15,52,0.054 
0.025 ,15,52,0.058 
0.026 ,15,52,0.067 
0.025 ,15,52,0.068 
0.023 ,14,32,0.054 
0.025 ,14,32,0.056 
0.036 ,14,32,0.087 
0.044 ,14,32,0.090 
0.021 ,16,31,0.072 
0.022 ,16,31,0.075 
0.021 ,16,31,0.087 
0.105 ,22,32,0.123 
0.111 ,22,32,0.128 
0.031 ,32,41,0.115 
0.028 ,32,41,0.106 
0.028 ,32,41,0.100 
0.025 ,32,41,0.095 
0.040 ,29,39,0.192 
0.024 ,29,39,0.104 
0.025 ,29,39,0.144 
0.024 ,29,39,0.137 
0.023 ,30,56,0.088 
0.033 ,30,56,0.083 
0.034 ,31,50,0.059 
0.029 ,31,50,0.060 
0.037 ,31,50,0.070 
0.023 ,31,46,0.073 
0.029 ,31,46,0.082 
0.034 ,31,46,0.085 
0.026 ,28,36,0.133 
0.025 ,28,36,0.161 
0.029 ,28,36,0.134 
0.025 ,28,36,0.122 
0.027 ,29,31,0.167 
0.042 ,29,31,0.229 
0.038 ,29,31,0.218 
0.024 ,29,31,0.175 
0.024 ,30,50,0.077 
0.035 ,30,50,0.080 
0.042 ,30,50,0.084 
0.023 ,29,46,0.063 
0.092 ,29,46,0.062 
0.023 ,29,46,0.071 
0.028 ,30,48,0.028 
0.028 ,30,48,0.030 
0.027 ,30,48,0.032 
0.029 ,30,45,0.042 
0.028 ,30,45,0.035 
0.024 ,30,45,0.025 
0.024 ,30,45,0.030 
0.137 ,32,47,0.137 
0.121 ,32,47,0.165 
0.125 ,32,42,0.175 
0.154 ,32,42,0.194 
0.172 ,32,42,0.225 
0.137 ,32,47,0.238 
0.123 ,32,47,0.179 
0.131 ,32,47,0.147 
0.093 ,32,47,0.115 
0.104 ,29,46,0.259 
0.064 ,29,46,0.173 
0.058 ,29,46,0.139 
0.049 ,32,43,0.176 
0.038 ,32,43,0.126 
0.060 ,31,46,0.091 
0.054 ,31,46,0.066 
0.048 ,31,46,0.054 
0.045 ,31,46,0.049 
0.034 ,31,45,0.041 
0.031 ,31,45,0.034 
0.043 ,30,42,0.051 
0.042 ,30,42,0.051 
0.045 ,30,42,0.059 
0.136 ,32,34,0.174 
0.136 ,32,34,0.331 
0.122 ,32,36,0.216 
0.143 ,32,36,0.251 
0.136 ,32,46,0.235 
0.127 ,32,46,0.181 
0.137 ,32,46,0.192 
0.114 ,29,40,0.245 
0.072 ,29,40,0.214 
0.046 ,32,28,0.139 
0.038 ,32,28,0.126 
0.038 ,32,28,0.114 
0.033 ,32,28,0.079 
0.037 ,30,35,0.059 
0.036 ,30,35,0.053 
0.032 ,30,35,0.061 
0.049 ,14.3,83.7,0.037 
0.054 ,14.4,79.7,0.044 
0.065 ,13.6,88.9,0.052 
0.065 ,13.8 ,86.6,0.058 
0.090 ,13.7 ,84.2,0.067 
0.092 ,13.8 ,82.7,0.070 
0.089 ,15.1 ,74,0.065 
0.086 ,13.6 ,82.8,0.079 
0.095 ,14.3 ,80.4,0.060 
0.118 ,20.6 ,45.8,0.091 
0.095 ,19.3 ,49.3,0.105 
0.093 ,21.1 ,42.3,0.092 
0.089 ,19.1 ,44.1,0.084 
0.088 ,21.0 ,41.4,0.087 
0.086 ,20.0 ,42.7,0.078 
0.085 ,21.3 ,40.7,0.082 
0.086 ,21.3,41.5,0.067 
0.082 ,24.4 ,43,0.086 
0.079 ,21.7 ,41,0.085 
0.079 ,21.7 ,39.6,0.079 
0.085 ,21.3 ,44.7,0.095 
0.082 ,21.2 ,42.4,0.098 
0.081 ,23.0 ,39.4,0.097 
0.084 ,20.8 ,43.1,0.092 
0.088 ,20.4 ,33,0.118 
0.076 ,20.4 ,33.2,0.132 
0.073 ,23.6 ,27.3,0.110 
0.067 ,22.2 ,27.2,0.106 
0.054 ,24.6 ,27.2,0.070 
0.057 ,22.9 ,26.8,0.077 
0.105 ,26.1,67,0.153 
0.101 ,28,62.3,0.148 
0.102 ,27.2,64.9,0.151 
0.096 ,29.4,57.8,0.182 
0.097 ,27.6,61.8,0.171 
0.104 ,30,56.6,0.192 
0.108 ,26.7,65.4,0.187 
0.114 ,28.6,58.6,0.180 
0.100 ,28.5,59.3,0.188 
0.106 ,30,56.4,0.171 
0.106 ,27.5,61.8,0.190 
0.104 ,29.6,56.3,0.171 
0.105 ,30.8,52.3,0.171 
0.102 ,29.4,55,0.164 
0.094 ,28.7,55.5,0.164 
0.083 ,29.7,52.9,0.156 
0.093 ,30.4,53.7,0.166 
0.095 ,28.4,56.5,0.170 
0.102 ,30.7,53.9,0.186 
0.105 ,29,56.7,0.174 
0.092 ,29.3,58.4,0.167 
0.087 ,28.8,60.6,0.156 
0.087 ,27.7,63.7,0.152 
0.088 ,27,65.9,0.150 
0.093 ,27,65.3,0.150 
0.101 ,27,66.5,0.144 
0.107 ,26.2,69.5,0.132 
0.109 ,26.2,69.3,0.126 
0.115 ,26,70.4,0.123 
0.134 ,25.8,70.9,0.142 
0.292 ,28.9,67.3,0.572 
0.296 ,27.5,69.5,0.544 
0.255 ,29.7,64.5,0.355 
0.221 ,29.2,66.6,0.304 
0.230 ,29.3,63.3,0.376 
0.241 ,28.8,65.7,0.332 
0.241 ,29.5,63.8,0.358 
0.235 ,29.7,61.3,0.317 
0.204 ,31,60.4,0.323 
0.156 ,32.6,51.8,0.280 
0.144 ,31,52.7,0.281 
0.150 ,30.6,65.3,0.257 
0.161 ,31.3,55.5,0.280 
0.164 ,31.6,54.3,0.273 
0.158 ,29.7,59,0.223 
0.152 ,29.8,59.3,0.274 
0.138 ,29.7,58.3,0.277 
0.133 ,29.5,58.1,0.276 
0.129 ,29.3,58.3,0.251 
0.131 ,28.9,58.2,0.267 
0.135 ,28.4,59.9,0.278 
0.110 ,28,59.9,0.237 
0.116 ,27.6,60.1,0.308 
0.114 ,27.5,62,0.294 
0.130 ,27.3,60.5,0.385 
0.113 ,26.9,61.4,0.290 
0.121 ,26.5,62.7,0.324 
0.115 ,26.3,63.3,0.282 
0.113 ,26.1,64.9,0.272 
0.115 ,25.9,65.3,0.277 
0.160 ,28.8,58.1,0.232 
0.184 ,30.7,53.1,0.294 
0.189 ,31.8,51,0.228 
0.202 ,31.6,50.9,0.343 
0.199 ,33.3,47.2,0.264 
0.209 ,33.2,48.1,0.337 
0.196 ,33.2,46.9,0.276 
0.186 ,33.7,45.6,0.252 
0.172 ,34,44.7,0.251 
0.164 ,36,43,0.192 
0.162 ,34.3,43.1,0.236 
0.157 ,34.6,42.2,0.225 
0.148 ,35.1,41.9,0.217 
0.149 ,35.8,40.4,0.223 
0.144 ,36.9,40,0.201 
0.142 ,37.3,38.8,0.191 
0.137 ,36,41.5,0.293 
0.155 ,36.5,41.2,0.280 
0.158 ,33.7,45.4,0.252 
0.154 ,34.9,42.6,0.238 
0.158 ,35.5,41.2,0.288 
0.160 ,34.8,41.9,0.313 
0.158 ,34.2,43.7,0.351 
0.156 ,32.7,46.6,0.322 
0.156 ,31.9,49.6,0.334 
0.138 ,31.7,49.2,0.273 
0.121 ,31.4,49.9,0.265 
0.115 ,31.3,49.4,0.291 
0.097 ,30.8,50.6,0.212 
0.097 ,29.6,52.9,0.208 
0.085 ,27.9,62.2,0.165 
0.088 ,29.3,58.6,0.135 
0.085 ,28.5,60.1,0.166 
0.090 ,28.5,59.7,0.148 
0.089 ,28.7,60.2,0.159 
0.081 ,29.4,57.4,0.111 
0.080 ,30.2,55.3,0.113 
0.081 ,31.4,51.3,0.109 
0.076 ,33.1,49.5,0.118 
0.075 ,33.4,48.7,0.133 
0.075 ,34.2,46.4,0.155 
0.066 ,35.6,44.3,0.137 
0.063 ,36.6,42.5,0.130 
0.059 ,34.5,43.2,0.124 
0.059 ,33,45.7,0.131 
0.061 ,30.4,52.8,0.145 
0.059 ,29.8,55,0.139 
0.054 ,29.8,55.5,0.131 
0.058 ,30,54,0.137 
0.050 ,30,54.5,0.134 
0.050 ,29.7,55,0.129 
0.045 ,30.1,52.1,0.133 
0.047 ,29.8,54,0.143 
0.045 ,30.6,51.4,0.122 
0.047 ,30.4,51.6,0.120 
0.052 ,29.9,53.7,0.132 
0.053 ,29.9,53.9,0.145 
0.058 ,29.8,55.6,0.138 
0.062 ,29.4,56.8,0.162 
0.062 ,29.4,58,0.141 
0.042 ,26.2,69.4,0.085 
0.051 ,26.8,68.2,0.087 
0.052 ,26.2,70.9,0.088 
0.047 ,27.2,67.2,0.080 
0.044 ,26.8,68.3,0.086 
0.046 ,28.7,63.8,0.096 
0.047 ,28.3,60.8,0.088 
0.045 ,30,56.4,0.078 
0.042 ,29.7,54.4,0.077 
0.038 ,29.4,51.1,0.070 
0.039 ,28.7,58.5,0.090 
0.041 ,27.5,61.3,0.077 
0.038 ,27.6,61.1,0.070 
0.040 ,29.2,56.3,0.082 
0.039 ,28.9,57.9,0.105 
0.045 ,29,58.1,0.179 
0.042 ,28,61.4,0.112 
0.042 ,27.6,60.6,0.079 
0.043 ,26.3,65.4,0.081 
0.045 ,25.9,61.3,0.077 
0.045 ,26.5,64.6,0.072 
0.048 ,26.3,66.1,0.078 
0.050 ,25.9,67.1,0.075 
0.051 ,25.7,67.9,0.087 
0.053 ,25.6,68.7,0.092 
0.052 ,25.5,69.3,0.074 
0.048 ,25.1,70.8,0.068 
0.049 ,25,70.5,0.074 
0.050 ,24.4,72.8,0.075 
0.051 ,24.6,72.8,0.066 
0.071 ,29.9,55.7,0.193 
0.064 ,33.7,47,0.151 
0.064 ,33.9,49.1,0.171 
0.061 ,33.2,46.4,0.146 
0.056 ,33,45.6,0.130 
0.051 ,34.3,44.3,0.131 
0.044 ,34.2,42.2,0.131 
0.043 ,34.8,39.3,0.131 
0.044 ,35,39.7,0.120 
0.046 ,35.5,38.1,0.120 
0.044 ,36.9,38.2,0.144 
0.037 ,35.7,36.8,0.114 
0.034 ,35.8,36.8,0.113 
0.029 ,36.8,30.8,0.096 
